"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
6.8,0.32,0.34,1.2,0.044,14,34.7,0.9919,3.05,0.47,10.6,31.1456411344241
7,0.3,0.49,4.7,0.036,17,44.5,0.9916,3.26,0.68,12.4,62.4734540653137
7,0.24,0.36,2.8,0.034,22,55.2,0.99,3.19,0.38,12.6,73.5580222101032
6.1,0.31,0.58,5,0.039,36,83.4,0.9909,3.3,0.6,12.3,75.7309806755687
6.8,0.44,0.37,5.1,0.047,46,112.1,0.9938,3.08,0.65,10.5,36.1381807947824
6.7,0.34,0.3,15.6,0.054,51,121.6,0.9982,3.19,0.49,9.3,47.5330421918841
7.1,0.35,0.24,15.4,0.055,46,111.8,0.9988,3.12,0.49,8.8,46.7108691970093
7.3,0.32,0.25,7.2,0.056,47,112,0.9961,3.08,0.47,8.8,46.7510518352908
6.5,0.28,0.33,15.7,0.053,51,121,0.9978,3.22,0.51,9.7,57.8683653845006
7.2,0.23,0.39,14.2,0.058,49,117.2,0.9979,2.98,0.48,9,67.801975142573
7.2,0.23,0.39,14.2,0.058,49,117.2,0.9979,2.98,0.48,9,67.801975142573
7.2,0.23,0.39,14.2,0.058,49,117.2,0.9979,2.98,0.48,9,67.801975142573
7.2,0.23,0.39,14.2,0.058,49,117.2,0.9979,2.98,0.48,9,67.801975142573
5.9,0.15,0.31,5.8,0.041,53,121.5,0.9945,3.52,0.46,10.5,58.2331186120643
7.4,0.28,0.42,19.8,0.066,53,125.5,1,2.96,0.44,9.1,47.9799240895074
6.2,0.28,0.22,7.3,0.041,26,67.7,0.9957,3.44,0.64,9.8,64.0091486924868
9.1,0.59,0.38,1.6,0.066,34,86.2,0.9968,3.23,0.38,8.5,23.7051177252985
6.3,0.33,0.27,1.2,0.046,34,85.5,0.9934,3.37,0.54,9.4,54.8371950359299
8.3,0.39,0.7,10.6,0.045,33,82.9,0.9976,3.09,0.57,9.4,44.4852256285583
7.2,0.19,0.46,3.8,0.041,82,182.7,0.9932,3.19,0.6,11.2,72.9493652658675
7.5,0.17,0.44,11.3,0.046,65,144.6,0.997,3.17,0.45,10,60.1692840638429
6.7,0.17,0.5,2.1,0.043,27,66.2,0.9923,3.15,0.45,10.3,53.944372404221
6.1,0.41,0,1.6,0.063,36,80.7,0.9914,3.27,0.67,10.8,55.0276126787573
8.3,0.2,0.35,0.9,0.05,12,31.4,0.992,3.13,0.38,10.5,51.4863016845271
6.1,0.41,0,1.6,0.063,36,80.7,0.9914,3.27,0.67,10.8,55.0276126787573
6,0.29,0.21,1.3,0.055,42,100.8,0.9914,3.32,0.43,11.1,56.1594051050646
7.3,0.41,0.24,6.8,0.057,41,98.3,0.9949,3.2,0.41,9.9,55.9132728245212
7.3,0.41,0.24,6.8,0.057,41,98.3,0.9949,3.2,0.41,9.9,55.9132728245212
7.2,0.43,0.24,6.7,0.058,40,96.3,0.995,3.2,0.41,9.9,45.48032969968
7.3,0.4,0.24,6.7,0.058,41,98.6,0.995,3.2,0.41,9.9,55.9252644441308
6.2,0.33,0.27,4.9,0.036,30,73.4,0.9927,3.2,0.42,10.4,64.4995664249555
6.2,0.31,0.26,4.8,0.037,36,86.8,0.9928,3.21,0.41,10.4,55.2404961786973
6.1,0.36,0.27,2.1,0.035,16,42,0.9917,3.4,0.71,11.5,62.1995768397716
5,0.55,0.14,8.3,0.032,35,86.4,0.9918,3.53,0.51,12.5,75.3270434981691
7.8,0.25,0.41,3.7,0.042,37,88.9,0.9954,3.36,0.45,10,55.4779731339143
5.7,0.36,0.21,6.7,0.038,51,118.6,0.9941,3.29,0.63,10,57.6010615851
5.8,0.34,0.21,6.6,0.04,50,116.7,0.9941,3.29,0.62,10,47.225874085604
6.8,0.28,0.6,1.1,0.132,42,96.7,0.9934,3.09,0.44,9.1,56.0786691224954
6.8,0.25,0.34,4.7,0.031,34,81.4,0.9927,3.21,0.38,10.6,55.0105456034635
6.6,0.24,0.35,7.7,0.031,36,85.5,0.9938,3.19,0.37,10.5,45.1562252653829
5.9,0.3,0.47,7.85,0.03,19,51.3,0.9933,3.52,0.43,11.5,62.8887675337507
6.1,0.125,0.25,3.3,0.04,10,26.9,0.9934,3.54,0.59,10.1,51.3834019377055
6,0.1,0.24,1.1,0.041,15,36.5,0.9927,3.61,0.61,10.3,62.4236026639933
6.6,0.24,0.35,7.7,0.031,36,85.5,0.9938,3.19,0.37,10.5,45.1562252653829
6.8,0.25,0.34,4.7,0.031,34,81.4,0.9927,3.21,0.38,10.6,55.0105456034635
6.8,0.28,0.44,9.3,0.031,35,83.7,0.9946,3.16,0.36,10.4,55.2055505427664
8.3,0.41,0.51,2,0.046,11,42.7,0.993,3.02,0.55,11.4,40.7851471408483
7.5,0.27,0.31,5.8,0.057,131,293.3,0.9946,3.18,0.59,10.5,60.1751508169583
7.9,0.26,0.41,15.15,0.04,38,97.6,0.9976,2.96,0.6,10,55.7937550041207
6.4,0.34,0.23,6.3,0.039,37,88.3,0.9944,3.19,0.65,10,55.3812527180249
6.5,0.28,0.35,15.4,0.042,55,129.5,0.9978,3.23,0.5,9.6,58.5077916226329
7.2,0.21,0.41,1.3,0.036,33,74.5,0.992,3.17,0.51,10.4,44.5928535457283
6.4,0.32,0.35,4.8,0.03,34,78.1,0.9912,3.36,0.6,12.5,75.4130269432297
6.8,0.24,0.34,4.6,0.032,37,87.5,0.9927,3.2,0.39,10.6,45.256766800319
6.3,0.23,0.3,1.8,0.033,16,41.1,0.9906,3.28,0.4,11.8,52.1278839634955
6.5,0.28,0.34,9.9,0.038,30,73.3,0.9954,3.11,0.44,9.8,44.1704220724078
5.6,0.26,0.26,5.7,0.031,12,32,0.9923,3.25,0.38,10.8,41.2787713798612
6.3,0.23,0.3,1.8,0.033,16,41.1,0.9906,3.28,0.4,11.8,52.1278839634955
6.3,0.23,0.33,1.5,0.036,15,40.5,0.991,3.32,0.42,11.2,51.9651550249548
5.8,0.27,0.27,12.3,0.045,55,127,0.9972,3.28,0.42,9.3,58.4688343454389
5.9,0.26,0.4,1.3,0.047,12,37.9,0.9945,3.45,0.53,10.4,41.2048097462232
6.6,0.18,0.35,1.5,0.049,49,112.1,0.9934,3.43,0.85,10.2,67.6947216877162
7.4,0.2,0.43,7.8,0.045,27,69.3,0.9964,3.19,0.55,9,64.2565873678101
8,0.24,0.36,1.5,0.047,17,46.9,0.9948,3.2,0.54,10,52.2455475300201
6.4,0.26,0.42,9.7,0.044,30,74,0.9962,3.18,0.47,9.1,54.4404101775842
5.4,0.31,0.47,3,0.053,46,106.4,0.9931,3.29,0.76,10,46.5494136661915
5.4,0.29,0.47,3,0.052,47,108.5,0.993,3.29,0.75,10,56.9804427953264
7.1,0.145,0.33,4.6,0.05,33,79.1,0.9942,3.28,0.4,9.6,54.9983059762436
5.6,0.34,0.1,1.3,0.031,20,46.8,0.9906,3.36,0.51,11.2,62.8516317319254
6.7,0.19,0.41,15.6,0.056,75,165.5,0.9995,3.2,0.44,8.8,61.8109559676771
7.8,0.18,0.46,13.6,0.052,38,87.8,0.998,3.15,0.5,10,55.8948320026617
7.6,0.17,0.45,11.2,0.054,56,125.7,0.997,3.15,0.47,10,48.484821688991
6.3,0.12,0.36,2.1,0.044,47,108.6,0.9914,3.27,0.74,11.4,67.4592473045614
7.3,0.33,0.4,6.85,0.038,32,77.8,0.992,3.03,0.3,11.9,64.8299753734465
5.5,0.335,0.3,2.5,0.071,27,66.8,0.9924,3.14,0.51,9.6,53.6940359591184
7.3,0.33,0.4,6.85,0.038,32,77.8,0.992,3.03,0.3,11.9,64.8299753734465
5.8,0.4,0.42,4.4,0.047,38.5,101.5,0.9937,3.25,0.57,9.6,55.4934965969299
7.3,0.22,0.37,14.3,0.063,48,115.1,0.9978,2.89,0.38,9,57.4032033245071
7.3,0.22,0.37,14.3,0.063,48,115.1,0.9978,2.89,0.38,9,57.4032033245071
6.1,0.36,0.33,1.1,0.05,24,64.9,0.9927,3.15,0.78,9.5,53.1688023579713
10,0.2,0.39,1.4,0.05,19,53.2,0.994,3,0.42,10.4,52.5929374778936
6.9,0.24,0.34,4.7,0.04,43,102.1,0.9935,3.2,0.59,10.6,56.4497615167079
6.4,0.24,0.32,14.9,0.047,54,124.2,0.9968,3.28,0.5,10.2,58.4008093756083
7.1,0.365,0.14,1.2,0.055,24,56.4,0.9941,3.15,0.43,8.9,42.922009523144
6.8,0.15,0.3,5.3,0.05,40,92.7,0.9942,3.4,0.39,9.7,56.1337947287893
7.3,0.22,0.37,14.3,0.063,48,115.1,0.9978,2.89,0.38,9,57.4032033245071
6.8,0.16,0.4,2.3,0.037,18,46.2,0.9923,3.49,0.42,11.4,62.820874877087
6,0.26,0.32,3.5,0.028,29,69.3,0.9912,3.4,0.71,12.3,64.4452139458742
6,0.18,0.27,1.5,0.089,40,94.3,0.9923,3.49,0.62,10.8,56.0012305554666
6.9,0.33,0.21,1,0.053,39,92.8,0.9927,3.12,0.45,9.4,55.5945516585179
7.7,0.29,0.48,2.3,0.049,36,89.8,0.9931,3.17,0.64,10.6,55.2036634719834
7.1,0.39,0.35,12.5,0.044,26,59.2,0.9941,3.17,0.29,11.6,43.4257717000843
6.9,0.33,0.21,1,0.053,39,92.8,0.9927,3.12,0.45,9.4,55.5945516585179
7.7,0.29,0.48,2.3,0.049,36,89.8,0.9931,3.17,0.64,10.6,55.2036634719834
6.6,0.905,0.19,0.8,0.048,17,54.4,0.9934,3.34,0.56,10,41.0384177855134
7.2,0.27,0.27,2.4,0.048,30,74.9,0.9936,3.1,0.51,9.2,54.2766084592443
5.1,0.33,0.22,1.6,0.027,18,44.9,0.9893,3.51,0.38,12.5,62.5724603641219
5.1,0.33,0.22,1.6,0.027,18,44.9,0.9893,3.51,0.38,12.5,62.5724603641219
6.4,0.31,0.28,1.5,0.037,12,35.9,0.9919,3.32,0.51,10.4,61.613128501858
7.3,0.2,0.44,1.4,0.045,21,51.8,0.9924,3.15,0.46,10,63.1741263120725
5.7,0.32,0.5,2.6,0.049,17,49.5,0.9927,3.22,0.64,10,52.147688619013
6.4,0.31,0.28,1.5,0.037,12,35.9,0.9919,3.32,0.51,10.4,61.613128501858
7.3,0.2,0.44,1.4,0.045,21,51.8,0.9924,3.15,0.46,10,63.1741263120725
7.2,0.28,0.26,12.5,0.046,48,113.9,0.9975,3.1,0.52,9,57.3214030354001
7.5,0.35,0.28,9.6,0.051,26,67.7,0.9969,3.12,0.53,9.2,53.661050496565
7.2,0.27,0.27,2.4,0.048,30,74.9,0.9936,3.1,0.51,9.2,54.2766084592443
6,0.36,0.39,3.2,0.027,20,52.5,0.991,3.38,0.39,11.3,62.8578076567548
5.1,0.33,0.22,1.6,0.027,18,44.9,0.9893,3.51,0.38,12.5,62.5724603641219
5,0.17,0.56,1.5,0.026,24,59.5,0.9906,3.48,0.39,10.8,63.7488987459356
6.3,0.39,0.35,5.9,0.04,82.5,191,0.9941,3.12,0.66,10.1,52.2873564712215
6.7,0.21,0.32,5.4,0.047,29,72,0.995,3.39,0.46,9.7,54.2979716913364
7,0.3,0.38,14.9,0.032,60,138.1,0.9983,3.18,0.61,9.3,69.5069174560745
7,0.3,0.38,14.9,0.032,60,138.1,0.9983,3.18,0.61,9.3,69.5069174560745
6.5,0.36,0.32,1.1,0.031,13,32.6,0.9916,3.1,0.46,10.6,41.1839104506631
6.1,0.55,0.15,9.8,0.031,19,50.5,0.9957,3.36,0.47,10.2,52.3052037152698
7.3,0.24,0.43,2,0.021,20,46.9,0.99,3.08,0.56,12.2,52.7347097807325
6.8,0.37,0.51,11.8,0.044,62,140.3,0.9976,3.19,0.44,8.8,49.1695376894794
6.8,0.27,0.12,1.3,0.04,87,190.8,0.992,3.18,0.41,10,53.1031952468203
8.2,0.28,0.42,1.8,0.031,30,69.3,0.9917,3.09,0.39,11.4,44.0161733794317
6.3,0.2,0.4,1.5,0.037,35,80.7,0.9917,3.46,0.5,11.4,55.2067757968087
5.9,0.26,0.27,18.2,0.048,52,120.8,0.9993,3.35,0.44,9.4,47.883513544345
6.4,0.19,0.42,2.9,0.032,32,72.3,0.9908,3.3,0.41,11.7,54.7541766789397
6.3,0.2,0.4,1.5,0.037,35,80.7,0.9917,3.46,0.5,11.4,55.2067757968087
6.8,0.37,0.51,11.8,0.044,62,140.3,0.9976,3.19,0.44,8.8,49.1695376894794
6.1,0.35,0.07,1.4,0.069,22,54.8,0.9934,3.23,0.52,9.2,42.6309107737077
7.1,0.27,0.31,18.2,0.046,55,135.2,1,3.07,0.56,8.7,48.3123465863677
6.8,0.22,0.31,6.3,0.035,33,83,0.9918,3.24,0.66,12.6,54.9273859578353
6.8,0.27,0.12,1.3,0.04,87,190.8,0.992,3.18,0.41,10,53.1031952468203
5.8,0.28,0.34,4,0.031,40,89.9,0.9896,3.39,0.39,12.8,66.1722586473067
6.9,0.49,0.24,1.2,0.049,13,38.5,0.9932,3.17,0.51,9.4,40.9933681994159
6.3,0.14,0.39,1.2,0.044,26,63.6,0.992,3.26,0.53,10.3,53.8270860739332
8.2,0.28,0.42,1.8,0.031,30,69.3,0.9917,3.09,0.39,11.4,44.0161733794317
7.2,0.25,0.39,18.95,0.038,42,99.5,0.9999,2.97,0.47,9,56.5207359337903
7.3,0.28,0.36,12.7,0.04,38,90,0.998,3.3,0.79,9.6,55.7606234877189
7.2,0.19,0.39,1.2,0.036,32,72.5,0.9918,3.16,0.5,10.5,44.4602354883037
7.2,0.19,0.39,1.2,0.036,32,72.5,0.9918,3.16,0.5,10.5,44.4602354883037
7.2,0.25,0.39,18.95,0.038,42,99.5,0.9999,2.97,0.47,9,56.5207359337903
7.3,0.28,0.36,12.7,0.04,38,90,0.998,3.3,0.79,9.6,55.7606234877189
7.4,0.21,0.27,1.2,0.041,27,63.9,0.9927,3.19,0.33,9.8,53.8800021470955
6.8,0.26,0.22,7.7,0.047,57,135,0.9959,3.1,0.47,9,48.4492018707676
7.4,0.21,0.27,1.2,0.041,27,63.9,0.9927,3.19,0.33,9.8,53.8800021470955
7.4,0.31,0.28,1.6,0.05,33,79.7,0.9929,3.31,0.56,10.5,54.7044912682199
7,0.22,0.31,2.7,0.03,41,95.6,0.9898,3.16,0.37,12.7,66.3672182811476
7,0.21,0.28,8.7,0.045,37,96.2,0.9954,3.25,0.54,10.4,55.6192548087747
7,0.21,0.28,8.6,0.045,37,96.1,0.9954,3.25,0.54,10.4,55.6173408130683
7,0.21,0.28,8.6,0.045,37,96.1,0.9954,3.25,0.54,10.4,55.6173408130683
6.9,0.23,0.38,8.3,0.047,47,110.2,0.9954,3.34,0.52,10.5,67.4231940535997
7,0.21,0.28,8.7,0.045,37,96.2,0.9954,3.25,0.54,10.4,55.6192548087747
7,0.21,0.28,8.6,0.045,37,96.1,0.9954,3.25,0.54,10.4,55.6173408130683
6.8,0.29,0.5,13.3,0.053,48,115.4,0.9974,3.09,0.45,9.4,47.0687554430365
7.8,0.21,0.27,1.2,0.051,20,48.9,0.9936,3.06,0.46,9.1,42.5009603348036
7.1,0.31,0.47,13.6,0.056,54,127.7,0.9978,3.1,0.49,9.3,47.9998327857974
6.8,0.29,0.5,13.3,0.053,48,115.4,0.9974,3.09,0.45,9.4,47.0687554430365
6.4,0.34,0.1,1.1,0.048,19,46.4,0.9927,3.21,0.38,9.8,42.1741916230831
7.4,0.155,0.34,2.3,0.045,73.5,168.4,0.9934,3.18,0.61,9.9,71.6176668722657
7.2,0.55,0.09,1.5,0.108,16,47.1,0.9938,3.07,0.57,9.2,31.0958396167334
7,0.23,0.36,7.1,0.028,31,72.4,0.9922,3.35,0.47,12.1,75.1111605155592
6.9,0.2,0.37,6.2,0.027,24,57.7,0.992,3.38,0.49,12.2,63.7860721909964
6.1,0.28,0.32,2.5,0.042,23,67.85,0.9935,3.27,0.6,9.8,42.9321429431158
6.6,0.16,0.32,1.4,0.035,49,116.6,0.9906,3.35,0.64,12.4,77.9647300249094
7.4,0.155,0.34,2.3,0.045,73.5,168.4,0.9934,3.18,0.61,9.9,71.6176668722657
6.2,0.35,0.04,1.2,0.06,23,56.8,0.9934,3.26,0.54,9.2,42.7969646246411
6.7,0.22,0.37,1.6,0.028,24,58.2,0.9913,3.29,0.59,11.6,63.6569896080804
6.1,0.38,0.2,6.6,0.033,25,63.7,0.9938,3.3,0.69,10.4,53.4373615794529
6,0.25,0.28,2.2,0.026,54,120.6,0.9898,3.43,0.65,12.9,78.6613018411614
6.6,0.52,0.44,12.2,0.048,54,132.5,0.9975,3.26,0.54,9.3,57.9340962216182
6.9,0.24,0.36,20.8,0.031,40,93.9,0.9975,3.2,0.33,11,56.2864682526239
7.1,0.32,0.32,11,0.038,16,38.6,0.9937,3.24,0.4,11.5,21.4376577061953
5.8,0.28,0.27,2.6,0.054,30,75.6,0.9914,3.53,0.42,12.4,44.0726171091503
6.5,0.41,0.24,14,0.048,24,59.3,0.9982,3.44,0.53,9.8,53.3817382289099
6.5,0.41,0.24,14,0.048,24,59.3,0.9982,3.44,0.53,9.8,53.3817382289099
6.4,0.28,0.29,1.6,0.052,34,80.7,0.9929,3.48,0.56,10.5,65.1687453445835
7.2,0.6,0.2,9.9,0.07,21,59.4,0.9971,3.03,0.54,9.1,42.2408701493363
6.1,0.2,0.25,1.2,0.038,34,80.8,0.9921,3.24,0.44,10.1,44.7753574894682
5.9,0.46,0.14,2.7,0.042,27,70,0.9931,3.46,0.51,10.6,63.8206272076142
6,0.27,0.27,1.6,0.046,32,75.3,0.9924,3.41,0.51,10.5,64.8611570504581
6.4,0.28,0.29,1.6,0.052,34,80.7,0.9929,3.48,0.56,10.5,65.1687453445835
6.4,0.41,0.24,14,0.048,24,59.3,0.9982,3.44,0.53,9.8,53.3817382289099
6.3,0.23,0.31,1.5,0.022,11,30.2,0.9892,3.3,0.4,12.9,61.5784769238244
7.1,0.21,0.27,8.6,0.056,26,63.1,0.9956,2.95,0.52,9.5,43.5803001255049
6,0.37,0.32,1,0.053,31,83.85,0.9924,3.29,0.72,9.8,54.281571623822
6.1,0.43,0.35,9.1,0.059,83,190.9,0.9971,3.37,0.5,8.5,52.3870158318796
7.1,0.21,0.27,8.6,0.056,26,63.1,0.9956,2.95,0.52,9.5,43.5803001255049
7,0.25,0.29,15.2,0.047,40,97.1,0.9982,3.22,0.45,9.3,45.9153221981268
5.9,0.25,0.19,12.4,0.047,50,116.2,0.9973,3.35,0.38,9.5,47.4712855905235
6.8,0.32,0.21,2.2,0.044,15,36.8,0.9932,3.17,0.39,9.4,51.8254153865928
7.2,0.39,0.62,11,0.047,66,149.8,0.9976,3.16,0.5,8.7,49.7533317500644
6.3,0.21,0.58,10,0.081,34,80.6,0.9962,2.95,0.46,8.9,44.8557183737364
7,0.14,0.32,9,0.039,54,122.1,0.9956,3.22,0.43,9.4,58.4323415573885
6.8,0.32,0.21,2.2,0.044,15,36.8,0.9932,3.17,0.39,9.4,51.8254153865928
7.2,0.39,0.62,11,0.047,66,149.8,0.9976,3.16,0.5,8.7,49.7533317500644
7.2,0.29,0.53,18.15,0.047,59,136.2,0.9992,3.09,0.52,9.6,48.9157052412455
8.6,0.37,0.7,12.15,0.039,21,57.8,0.9983,3,0.73,9.3,52.8696026052951
6.5,0.38,0.34,3.4,0.036,34,88,0.9937,3.14,0.76,10,44.5415145838453
6.6,0.24,0.29,2,0.023,19,46.6,0.99,3.25,0.45,12.5,52.598133269533
7,0.17,0.31,4.8,0.034,34,81.2,0.9944,3.36,0.48,9.6,65.3883466587184
5.5,0.16,0.22,4.5,0.03,30,70.2,0.9938,3.24,0.36,9.4,54.508721429003
7,0.24,0.51,11,0.029,55,132.7,0.9965,3.03,0.61,9.5,48.2212247497367
7.4,0.28,0.36,1.1,0.028,42,94.5,0.9893,2.99,0.39,12.4,66.3874159930666
7,0.22,0.28,1.5,0.037,29,69.5,0.9927,3.11,0.55,10.5,54.1821665563358
7.1,0.55,0.13,1.7,0.073,21,58.5,0.994,2.97,0.58,9.2,52.3909386343317
6.3,0.22,0.33,1.7,0.041,67,150.4,0.9928,3.32,0.56,10.4,60.255156799114
6.7,0.47,0.34,8.9,0.043,31,79.2,0.9964,3.22,0.6,9.2,44.0427082134171
5.9,0.36,0.41,1.3,0.047,45,100.4,0.9917,3.33,0.51,10.6,56.5370979836263
5.8,0.25,0.24,13.3,0.044,41,95.7,0.9972,3.34,0.42,9.5,46.0561002531681
6.7,0.47,0.34,8.9,0.043,31,79.2,0.9964,3.22,0.6,9.2,44.0427082134171
6.2,0.37,0.3,6.6,0.346,79,178,0.9954,3.29,0.58,9.6,51.5774960599506
6.2,0.18,0.38,1.5,0.028,36,83.7,0.993,3.47,0.54,9.7,55.4032084223676
6,0.16,0.37,1.5,0.025,43,97.7,0.9928,3.46,0.51,9.7,56.5475154535282
6.6,0.34,0.28,1.3,0.035,32,73,0.9916,3.1,0.42,10.7,54.4805392381805
7.4,0.29,0.29,1.6,0.045,53,124,0.9936,3.34,0.68,10.5,57.9234968728223
7.4,0.26,0.31,7.6,0.047,52,121.7,0.9962,3.13,0.45,8.9,57.8953055843057
7,0.28,0.36,1,0.035,8,23,0.9899,3.09,0.46,12.1,50.7402538791942
7.1,0.23,0.39,1.6,0.032,12,30.5,0.9898,3.25,0.4,12.7,61.724525441539
7.8,0.19,0.26,8.9,0.039,42,102.2,0.996,3.18,0.46,9.9,56.4440679456579
6.3,0.19,0.28,1.8,0.022,28,71.8,0.9907,3.2,0.64,11.4,54.0943821647803
6.8,0.2,0.38,4.7,0.04,27,64.3,0.994,3.37,0.58,10.7,53.9821321018063
5.7,0.44,0.13,7,0.025,28,73.3,0.9913,3.33,0.48,12.5,53.8456281520244
7.2,0.4,0.62,10.8,0.041,70,158.9,0.9976,3.08,0.49,8.6,40.1238896413059
6.8,0.23,0.32,1.6,0.026,43,100.7,0.9904,3.29,0.54,12.5,56.4265267009479
5.7,0.335,0.34,1,0.04,13,43.4,0.992,3.27,0.66,10,41.2326644054167
7.2,0.4,0.62,10.8,0.041,70,158.9,0.9976,3.08,0.49,8.6,40.1238896413059
7.2,0.28,0.54,16.7,0.045,54,128,0.999,3.08,0.49,9.5,58.3488062352346
6.8,0.19,0.58,14.2,0.038,51,118.4,0.9975,3.12,0.48,9.6,57.9641400879554
6.4,0.3,0.3,2.25,0.038,8,37,0.9937,3.2,0.62,9.9,50.7476672425676
6.5,0.3,0.29,2.25,0.037,8,37,0.9937,3.19,0.62,9.9,40.505413395832
7.8,0.18,0.31,12.2,0.053,46,106,0.998,3.06,0.53,8.9,57.1325653443329
7.8,0.18,0.31,12.2,0.053,46,106,0.998,3.06,0.53,8.9,57.1325653443329
7.3,0.51,0.26,3.3,0.09,7,27.5,0.9944,3.01,0.52,8.8,40.0002019001703
6,0.24,0.27,1.9,0.048,40,97,0.9938,3.64,0.54,10,66.2107744103609
5.9,0.62,0.28,3.5,0.039,55,125.2,0.9907,3.44,0.44,12,57.8125991291945
6,0.24,0.27,1.9,0.048,40,97,0.9938,3.64,0.54,10,66.2107744103609
6.7,0.27,0.12,1.3,0.041,62,137.8,0.9921,3.21,0.42,10,59.369710916109
7.8,0.34,0.35,1.8,0.042,8,32.7,0.9908,3.11,0.41,12.1,50.665570501074
7.3,0.26,0.36,5.2,0.04,31,76.1,0.9931,3.16,0.59,11,54.5150937739498
7.4,0.36,0.33,1.4,0.025,27,59.5,0.9915,3.21,0.33,11.2,53.6771258452557
7.8,0.28,0.32,9,0.036,34,79.5,0.9952,3.17,0.39,10.3,65.2828902575779
6.1,0.31,0.26,2.2,0.051,28,72.7,0.9926,3.37,0.47,10.4,53.9274093589869
6.8,0.18,0.37,1.6,0.055,47,109.4,0.9934,3.08,0.45,9.1,46.8466207920087
7.4,0.15,0.42,1.7,0.045,49,113.4,0.992,3,0.6,10.4,57.4487741268923
5.9,0.13,0.28,1.9,0.05,20,47.8,0.9918,3.43,0.64,10.8,52.9193483661393
7.2,0.34,0.34,12.6,0.048,7,18.1,0.9942,3.19,0.4,11.7,40.4770076033352
7.9,0.19,0.26,2.1,0.039,8,30.3,0.9942,3.05,0.74,9.8,40.6452923249913
7.9,0.19,0.26,2.1,0.039,8,30.3,0.9942,3.05,0.74,9.8,40.6452923249913
6.9,0.25,0.4,1.3,0.038,22,54.1,0.9901,3.03,0.39,11.4,53.007366888698
5.8,0.36,0.32,1.7,0.033,22,53.6,0.9898,3.03,0.38,11.2,52.859523409481
5.6,0.35,0.37,1,0.038,6,19.2,0.9902,3.37,0.34,11.4,40.109884627048
5.9,0.32,0.39,3.3,0.114,24,62,0.9934,3.09,0.45,9.2,53.2151826712025
7.2,0.31,0.46,5,0.04,3,8.9,0.9906,3.04,0.53,12.5,29.4815040039573
6.1,0.28,0.22,1.8,0.034,32,75.6,0.9898,3.36,0.44,12.6,54.6118697934872
5.2,0.36,0.02,1.6,0.031,24,58.4,0.9896,3.44,0.35,12.2,53.2343309561968
5.6,0.19,0.47,4.5,0.03,19,49.2,0.9922,3.56,0.45,11.2,52.7484153376103
6.4,0.1,0.35,4.9,0.048,31,72.3,0.9947,3.43,0.79,9.7,54.771030371536
6.4,0.18,0.48,4,0.186,64,143,0.9945,3.06,0.4,9.3,49.4999051477354
7.4,0.25,0.36,13.2,0.067,53,123.8,0.9976,3.01,0.48,9,58.146149225995
7.4,0.25,0.36,13.2,0.067,53,123.8,0.9976,3.01,0.48,9,58.146149225995
7.4,0.25,0.36,13.2,0.067,53,123.8,0.9976,3.01,0.48,9,58.146149225995
7.9,0.345,0.51,15.3,0.047,54,125.1,0.9987,3.09,0.51,9.1,47.9855134195429
7.9,0.345,0.51,15.3,0.047,54,125.1,0.9987,3.09,0.51,9.1,47.9855134195429
7.4,0.25,0.36,13.2,0.067,53,123.8,0.9976,3.01,0.48,9,58.146149225995
6.1,0.24,0.3,1.5,0.045,22,50.1,0.992,3.31,0.54,10.4,42.8155640903898
6.8,0.25,0.24,4.55,0.053,41,103.1,0.9955,3.37,0.67,9.5,56.1278746334528
6.7,0.31,0.31,9.9,0.04,10,37.5,0.9953,3.46,0.55,11.4,30.7442620452525
7.2,0.46,0.65,10.4,0.05,76,171.2,0.9976,3.16,0.42,8.7,51.2281182554469
5.5,0.35,0.35,1.1,0.045,14,44.7,0.992,3.34,0.68,9.9,51.6185970011791
6.7,0.24,0.41,8.7,0.036,29,72.8,0.9952,3.22,0.62,9.9,54.302202095297
6.8,0.28,0.17,13.9,0.047,49,114.2,0.9983,3.21,0.51,9,57.5221294650382
6.4,0.16,0.22,1.4,0.04,41,96.9,0.9933,3.49,0.58,10,56.2236026479426
6.3,0.26,0.24,7.2,0.039,38,93.2,0.9958,3.49,0.64,9.7,55.7113149603938
7.7,0.22,0.42,1.9,0.052,10,28.7,0.9922,3.3,0.49,11.8,51.1759576325171
6.5,0.18,0.31,1.7,0.044,30,72.7,0.9928,3.49,0.5,10.2,64.6867667418256
7.2,0.46,0.65,10.4,0.05,76,171.2,0.9976,3.16,0.42,8.7,51.2281182554469
7,0.3,0.51,13.6,0.05,40,96.8,0.9976,3.07,0.52,9.6,66.2701337196439
9.2,0.25,0.34,1.2,0.026,31,71.3,0.9916,2.93,0.37,11.3,64.6771310201746
7.8,0.28,0.34,1.6,0.028,32,75.8,0.9901,3,0.38,12.1,64.8072824645679
7,0.3,0.51,13.6,0.05,40,96.8,0.9976,3.07,0.52,9.6,66.2701337196439
7.8,0.28,0.34,1.6,0.028,32,75.8,0.9901,3,0.38,12.1,64.8072824645679
9.2,0.25,0.34,1.2,0.026,31,71.3,0.9916,2.93,0.37,11.3,64.6771310201746
8.4,0.35,0.71,12.2,0.046,22,60,0.9982,2.98,0.65,9.4,42.8093233844618
